math score,reading score,writing score,gender_male,race/ethnicity_group B,race/ethnicity_group C,race/ethnicity_group D,race/ethnicity_group E,parental level of education_bachelor's degree,parental level of education_high school,parental level of education_master's degree,parental level of education_some college,parental level of education_some high school,lunch_standard,test preparation course_none,Result
39,42,38,True,False,False,True,False,True,False,False,False,False,False,False,0
71,71,80,False,False,True,False,False,False,False,False,True,False,True,False,1
97,93,91,True,False,True,False,False,False,False,False,False,False,True,True,1
82,82,88,True,False,False,True,False,False,False,False,True,False,True,False,1
59,53,52,True,False,True,False,False,False,True,False,False,False,False,True,1
61,42,41,True,True,False,False,False,False,False,False,False,False,True,True,1
78,74,72,True,False,False,False,True,False,False,False,False,False,False,False,1
49,51,51,True,False,True,False,False,False,False,False,False,False,False,True,1
59,58,47,True,True,False,False,False,False,True,False,False,False,True,True,1
70,72,76,False,False,True,False,False,False,False,False,True,False,True,False,1
82,84,78,True,True,False,False,False,False,False,False,False,False,True,False,1
90,90,82,True,False,False,False,True,False,False,False,False,False,False,True,1
43,62,61,False,False,True,False,False,True,False,False,False,False,False,True,1
80,64,66,True,False,True,False,False,False,False,False,True,False,False,True,1
81,82,84,True,False,False,True,False,False,False,False,True,False,True,True,1
57,61,54,True,False,True,False,False,False,False,False,False,True,True,True,1
59,72,80,False,False,False,True,False,False,False,False,False,True,True,True,1
64,76,74,False,False,False,True,False,False,False,False,False,False,True,True,1
63,64,66,True,False,True,False,False,True,False,False,False,False,True,False,1
71,70,70,False,False,False,False,True,True,False,False,False,False,True,False,1
64,73,71,False,True,False,False,False,False,True,False,False,False,False,True,1
55,46,44,True,False,False,True,False,True,False,False,False,False,False,True,1
51,51,54,False,False,False,False,True,False,False,False,False,False,True,True,1
62,76,80,False,False,True,False,False,False,False,False,False,False,True,False,1
93,100,95,False,False,False,False,True,False,False,False,False,False,True,False,1
54,72,59,True,False,True,False,False,False,True,False,False,False,False,True,1
69,65,74,False,False,False,True,False,False,False,False,True,False,False,True,1
44,51,48,True,False,False,True,False,False,True,False,False,False,False,True,1
86,85,91,False,False,False,False,True,False,False,False,True,False,True,False,1
85,92,85,False,False,False,False,True,False,False,False,False,False,True,True,1
50,67,73,False,False,False,False,False,False,False,True,False,False,False,True,1
88,74,75,True,False,False,True,False,False,False,False,False,True,True,False,1
59,62,69,False,False,False,False,True,False,False,False,False,False,True,True,1
32,34,38,False,False,False,False,True,False,False,False,False,True,False,True,0
36,29,27,True,True,False,False,False,False,True,False,False,False,False,True,0
63,78,79,False,True,False,False,False,False,False,False,False,True,False,False,1
67,54,63,True,False,False,True,False,False,False,False,False,False,True,False,1
65,78,82,False,False,False,True,False,False,False,False,False,True,True,False,1
85,84,89,True,False,False,True,False,False,False,True,False,False,True,True,1
73,78,74,False,False,True,False,False,False,False,True,False,False,True,True,1
34,48,41,False,False,False,False,False,False,True,False,False,False,False,False,0
93,100,100,False,False,False,True,False,True,False,False,False,False,False,False,1
67,84,84,False,False,False,True,False,False,False,False,False,True,False,True,1
88,77,77,True,False,False,True,False,False,False,False,True,False,True,True,1
57,48,51,True,True,False,False,False,False,True,False,False,False,True,True,1
79,84,91,False,False,False,True,False,False,False,False,True,False,True,False,1
67,75,72,False,False,True,False,False,True,False,False,False,False,False,True,1
70,64,70,True,False,False,False,True,True,False,False,False,False,True,False,1
50,42,48,True,False,False,True,False,True,False,False,False,False,False,True,1
69,84,82,False,False,False,False,False,False,False,False,True,False,True,True,1
52,61,66,False,False,True,False,False,True,False,False,False,False,True,False,1
47,62,66,False,False,True,False,False,True,False,False,False,False,False,False,1
46,61,55,False,True,False,False,False,False,False,False,False,False,False,True,1
68,70,66,False,False,False,False,True,False,False,False,True,False,True,True,1
100,100,100,True,False,False,False,True,True,False,False,False,False,True,False,1
44,61,52,False,False,True,False,False,False,True,False,False,False,True,True,1
57,77,80,False,False,True,False,False,False,False,False,False,False,True,False,1
91,96,91,True,True,False,False,False,False,False,False,True,False,True,False,1
69,70,67,True,False,False,True,False,False,True,False,False,False,False,True,1
35,53,46,False,False,True,False,False,False,True,False,False,False,False,True,0
72,66,66,True,False,False,True,False,False,True,False,False,False,True,True,1
54,65,65,False,True,False,False,False,False,False,False,False,False,False,True,1
74,70,69,True,False,False,True,False,False,True,False,False,False,False,True,1
74,64,60,True,False,False,False,True,False,False,False,False,True,True,False,1
64,56,52,True,False,False,False,True,False,False,False,False,False,False,True,1
65,61,71,False,False,False,True,False,False,True,False,False,False,False,False,1
46,43,44,True,False,False,False,True,False,False,False,False,False,False,False,1
48,56,51,False,False,True,False,False,False,False,False,False,True,False,True,1
67,74,70,True,False,True,False,False,False,False,False,True,False,False,False,1
62,57,62,True,False,False,True,False,False,False,False,True,False,False,True,1
61,71,73,True,False,False,True,False,False,False,False,False,False,False,False,1
70,75,74,True,False,True,False,False,True,False,False,False,False,False,False,1
98,87,90,True,False,True,False,False,False,False,False,False,False,True,False,1
70,63,58,True,False,False,True,False,False,False,False,True,False,False,True,1
67,57,53,True,False,False,False,False,False,False,False,False,False,True,True,1
57,58,57,False,False,False,False,True,False,True,False,False,False,False,True,1
85,81,85,True,False,False,True,False,False,False,False,True,False,True,False,1
77,68,69,True,False,False,True,False,False,False,False,False,True,True,False,1
72,66,72,True,False,True,False,False,False,False,True,False,False,False,False,1
78,91,96,False,False,False,True,False,False,False,True,False,False,True,True,1
81,66,64,True,False,True,False,False,False,True,False,False,False,True,True,1
61,62,61,True,False,False,False,False,False,False,False,False,True,False,False,1
58,68,61,False,True,False,False,False,False,True,False,False,False,True,True,1
54,61,58,False,False,True,False,False,False,False,False,False,False,True,True,1
82,82,80,True,True,False,False,False,False,True,False,False,False,True,True,1
49,58,60,False,False,False,True,False,False,False,False,True,False,False,True,1
49,50,52,True,True,False,False,False,False,False,False,False,True,False,False,1
57,75,73,False,False,False,False,True,False,True,False,False,False,False,False,1
94,73,71,True,False,False,False,True,False,True,False,False,False,True,True,1
75,77,83,False,False,False,True,False,False,False,False,True,False,True,False,1
74,74,72,False,False,False,False,True,False,False,False,False,True,False,True,1
58,52,54,True,False,True,False,False,False,True,False,False,False,True,False,1
62,69,69,False,False,True,False,False,False,False,False,True,False,True,True,1
72,57,62,True,False,False,False,True,False,False,False,False,False,True,True,1
84,87,81,True,False,True,False,False,False,False,False,True,False,True,True,1
92,100,100,False,False,False,True,False,False,False,True,False,False,True,True,1
45,63,59,False,False,False,True,False,False,True,False,False,False,True,True,1
75,81,71,True,False,True,False,False,False,True,False,False,False,True,True,1
56,58,64,False,False,False,False,False,False,False,False,True,False,True,True,1
48,54,53,False,False,False,True,False,False,False,False,False,True,False,True,1
100,100,100,False,False,False,False,True,False,False,False,False,False,True,True,1
65,76,75,False,False,True,False,False,False,False,False,False,True,False,False,1
72,57,58,True,False,False,True,False,False,False,False,True,False,True,True,1
62,70,72,False,False,False,True,False,False,False,False,True,False,True,True,1
66,68,64,True,False,False,False,False,False,False,False,False,True,True,False,1
63,63,60,True,False,True,False,False,False,False,False,True,False,True,True,1
68,76,67,False,False,False,False,True,False,False,False,False,False,True,True,1
75,84,80,False,True,False,False,False,True,False,False,False,False,True,True,1
89,100,100,False,False,False,True,False,True,False,False,False,False,True,True,1
78,72,69,True,False,True,False,False,False,False,False,False,True,True,False,1
53,50,60,False,False,False,False,False,False,True,False,False,False,False,False,1
49,65,61,False,False,False,True,False,False,False,False,True,False,False,True,1
54,63,67,False,False,False,False,False,False,False,False,True,False,True,True,1
64,82,77,False,False,True,False,False,False,False,False,True,False,True,False,1
60,62,60,True,True,False,False,False,False,False,False,True,False,False,False,1
62,65,58,True,False,True,False,False,False,False,False,False,False,True,True,1
55,41,48,True,False,False,True,False,False,True,False,False,False,True,False,1
91,95,94,False,False,True,False,False,False,False,False,False,False,True,True,1
8,24,23,False,True,False,False,False,False,True,False,False,False,False,True,0
81,78,78,True,False,False,True,False,False,False,False,False,True,True,True,1
79,85,86,True,True,False,False,False,False,False,False,False,True,True,False,1
78,87,91,False,False,False,False,False,False,False,False,True,False,True,False,1
74,75,82,False,False,True,False,False,False,False,False,False,True,True,True,1
57,51,54,True,False,False,False,False,False,True,False,False,False,True,True,1
40,59,51,False,False,True,False,False,False,False,False,False,False,True,True,1
81,75,76,True,False,False,False,True,False,False,False,False,True,True,False,1
44,45,45,False,False,False,False,False,False,False,False,False,True,False,True,1
67,86,83,False,False,False,True,False,False,False,False,True,False,False,False,1
86,81,75,True,False,False,False,True,False,True,False,False,False,False,False,1
65,82,78,False,True,False,False,False,False,False,False,False,True,True,False,1
55,76,76,False,False,False,True,False,False,False,False,False,False,False,True,1
62,72,74,False,False,False,True,False,True,False,False,False,False,False,True,1
63,63,62,True,False,False,False,False,False,True,False,False,False,True,True,1
88,99,95,False,False,False,False,True,False,False,True,False,False,True,False,1
62,55,55,True,False,True,False,False,False,True,False,False,False,False,True,1
59,71,65,False,False,True,False,False,False,True,False,False,False,False,False,1
68,78,77,False,False,False,True,False,False,False,False,True,False,True,False,1
77,86,86,False,False,False,True,False,False,False,False,True,False,False,True,1
